learning_rate,batch_size,dropout,weight_decay,"f1_t
",f1_Accuracy,f1_AUC,f1_Precision,f1_Recall,f1_Specificity,f1_F1,"j_t
",j_Accuracy,j_AUC,j_Precision,j_Recall,j_Specificity,j_F1,"roc_t
",roc_Accuracy,roc_AUC,roc_Precision,roc_Recall,roc_Specificity,roc_F1
1e-05,16,0.3,0.0001,0.550000011920929,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.373689204454422,0.5714285969734192,0.7749999761581421,0.10000000149011612,1.0,0.550000011920929,0.1818181872367859,0.41297757625579834,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,16,0.3,0.001,0.44999998807907104,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.43464362621307373,0.5476190447807312,0.762499988079071,0.095238097012043,1.0,0.5249999761581421,0.17391304671764374,0.4353938400745392,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,16,0.5,1e-05,0.44999998807907104,0.738095223903656,0.625,0.09090909361839294,0.5,0.75,0.1538461595773697,0.41674646735191345,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.41674646735191345,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,16,0.5,0.0001,0.5,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.41206109523773193,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.41206109523773193,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,16,0.5,0.001,0.44999998807907104,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.43305546045303345,0.6428571343421936,0.8125,0.11764705926179886,1.0,0.625,0.21052631735801697,0.43305546045303345,0.6428571343421936,0.8125,0.11764705926179886,1.0,0.625,0.21052631735801697
1e-05,16,0.7,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.4614778161048889,0.6904761791229248,0.8374999761581421,0.13333334028720856,1.0,0.675000011920929,0.23529411852359772,0.4620809257030487,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,16,0.7,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.40677112340927124,0.6666666865348816,0.824999988079071,0.125,1.0,0.6499999761581421,0.2222222238779068,0.40715619921684265,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,16,0.7,0.001,0.44999998807907104,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.4379994869232178,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4379994869232178,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,32,0.3,1e-05,0.44999998807907104,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.42733219265937805,0.6904761791229248,0.8374999761581421,0.13333334028720856,1.0,0.675000011920929,0.23529411852359772,0.42733219265937805,0.6904761791229248,0.8374999761581421,0.13333334028720856,1.0,0.675000011920929,0.23529411852359772
1e-05,32,0.3,0.0001,0.44999998807907104,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.4134786128997803,0.6428571343421936,0.8125,0.11764705926179886,1.0,0.625,0.21052631735801697,0.41741421818733215,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
