version,learning_rate,batch_size,dropout,weight_decay,num_layers,hidden_size,gamma_fl,use_clinical_data,"f1_t
",f1_Accuracy,f1_AUC,f1_Precision,f1_Recall,f1_Specificity,f1_F1,"j_t
",j_Accuracy,j_AUC,j_Precision,j_Recall,j_Specificity,j_F1,"roc_t
",roc_Accuracy,roc_AUC,roc_Precision,roc_Recall,roc_Specificity,roc_F1
31,0.0001,4,0.3,0.0001,1,128,3,True,0.10000000149011612,0.9166666865348816,0.84375,0.6000000238418579,0.75,0.9375,0.6666666865348816,0.10101108998060226,0.9444444179534912,0.859375,0.75,0.75,0.96875,0.75,0.10101108998060226,0.9444444179534912,0.859375,0.75,0.75,0.96875,0.75
32,0.0001,4,0.3,0.0001,1,256,2,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.2703271508216858,0.2777777910232544,0.484375,0.1071428582072258,0.75,0.21875,0.1875,0.27037549018859863,0.6111111044883728,0.671875,0.1875,0.75,0.59375,0.30000001192092896
33,0.0001,4,0.3,0.0001,1,256,2,True,0.10000000149011612,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.06924721598625183,0.9444444179534912,0.859375,0.75,0.75,0.96875,0.75,0.06924721598625183,0.9444444179534912,0.859375,0.75,0.75,0.96875,0.75
34,0.0001,4,0.3,0.0001,1,256,3,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.3145839273929596,0.5277777910232544,0.625,0.15789473056793213,0.75,0.5,0.260869562625885,0.3145839273929596,0.5277777910232544,0.625,0.15789473056793213,0.75,0.5,0.260869562625885
35,0.0001,4,0.3,0.0001,1,256,3,True,0.20000000298023224,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.2014142870903015,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.15931908786296844,0.8888888955116272,0.828125,0.5,0.75,0.90625,0.6000000238418579
36,0.0001,4,0.3,0.001,1,64,2,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.2611696124076843,0.8888888955116272,0.71875,0.5,0.5,0.9375,0.5,0.2611696124076843,0.8888888955116272,0.71875,0.5,0.5,0.9375,0.5
37,0.0001,4,0.3,0.001,1,64,2,True,0.10000000149011612,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.08667296916246414,0.8888888955116272,0.828125,0.5,0.75,0.90625,0.6000000238418579,0.08667296916246414,0.8888888955116272,0.828125,0.5,0.75,0.90625,0.6000000238418579
38,0.0001,4,0.3,0.001,1,64,3,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.32723456621170044,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032,0.3271794021129608,0.4722222089767456,0.59375,0.1428571492433548,0.75,0.4375,0.23999999463558197
39,0.0001,4,0.3,0.001,1,64,3,True,0.15000000596046448,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192,0.1362764537334442,0.8611111044883728,0.8125,0.4285714328289032,0.75,0.875,0.5454545617103577,0.14108264446258545,0.9444444179534912,0.859375,0.75,0.75,0.96875,0.75
40,0.0001,4,0.3,0.001,1,128,2,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.25993508100509644,0.4444444477558136,0.578125,0.13636364042758942,0.75,0.40625,0.23076923191547394,0.25993508100509644,0.4444444477558136,0.578125,0.13636364042758942,0.75,0.40625,0.23076923191547394
41,0.0001,4,0.3,0.001,1,128,2,True,0.15000000596046448,0.8888888955116272,0.5,,0.0,1.0,,0.06257089972496033,0.8611111044883728,0.8125,0.4285714328289032,0.75,0.875,0.5454545617103577,0.07217893749475479,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192
42,0.0001,4,0.3,0.001,1,128,3,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.31840261816978455,0.5,0.5,0.1111111119389534,0.5,0.5,0.1818181872367859,0.31840649247169495,0.6388888955116272,0.578125,0.1538461595773697,0.5,0.65625,0.23529411852359772
43,0.0001,4,0.3,0.001,1,128,3,True,0.15000000596046448,0.9444444179534912,0.859375,0.75,0.75,0.96875,0.75,0.14518418908119202,0.9444444179534912,0.859375,0.75,0.75,0.96875,0.75,0.14518418908119202,0.9444444179534912,0.859375,0.75,0.75,0.96875,0.75
44,0.0001,4,0.3,0.001,1,256,2,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.22390136122703552,0.4722222089767456,0.484375,0.10526315867900848,0.5,0.46875,0.17391304671764374,0.22398114204406738,0.6666666865348816,0.59375,0.1666666716337204,0.5,0.6875,0.25
45,0.0001,4,0.3,0.001,1,256,2,True,0.05000000074505806,0.8333333134651184,0.796875,0.375,0.75,0.84375,0.5,0.05415697023272514,0.8611111044883728,0.8125,0.4285714328289032,0.75,0.875,0.5454545617103577,0.061288170516490936,0.9166666865348816,0.84375,0.6000000238418579,0.75,0.9375,0.6666666865348816
46,0.0001,4,0.3,0.001,1,256,3,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.3171742856502533,0.3888888955116272,0.546875,0.125,0.75,0.34375,0.2142857164144516,0.3172544836997986,0.5555555820465088,0.53125,0.125,0.5,0.5625,0.20000000298023224
47,0.0001,4,0.3,0.001,1,256,3,True,0.10000000149011612,0.8055555820465088,0.78125,0.3333333432674408,0.75,0.8125,0.4615384638309479,0.10910288244485855,0.9166666865348816,0.84375,0.6000000238418579,0.75,0.9375,0.6666666865348816,0.10910288244485855,0.9166666865348816,0.84375,0.6000000238418579,0.75,0.9375,0.6666666865348816
