learning_rate,batch_size,dropout,weight_decay,num_layers,hidden_size,"f1_t
",f1_Accuracy,f1_AUC,f1_Precision,f1_Recall,f1_Specificity,f1_F1,"j_t
",j_Accuracy,j_AUC,j_Precision,j_Recall,j_Specificity,j_F1,"roc_t
",roc_Accuracy,roc_AUC,roc_Precision,roc_Recall,roc_Specificity,roc_F1
1e-05,2,0.1,0.0001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5189534425735474,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612,0.5189873576164246,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612
1e-05,2,0.1,0.001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.49698606133461,0.761904776096344,0.4000000059604645,0.0,0.0,0.800000011920929,,0.49698606133461,0.761904776096344,0.4000000059604645,0.0,0.0,0.800000011920929,
1e-05,2,0.1,0.001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.519996166229248,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5217335224151611,0.5714285969734192,0.7749999761581421,0.10000000149011612,1.0,0.550000011920929,0.1818181872367859
1e-05,2,0.1,0.001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.525942325592041,0.7857142686843872,0.4124999940395355,0.0,0.0,0.824999988079071,,0.525942325592041,0.7857142686843872,0.4124999940395355,0.0,0.0,0.824999988079071,
1e-05,2,0.1,0.001,2,64,0.5,0.8809523582458496,0.4625000059604645,0.0,0.0,0.925000011920929,,0.4993622601032257,0.4285714328289032,0.699999988079071,0.07692307978868484,1.0,0.4000000059604645,0.1428571492433548,0.49949267506599426,0.5952380895614624,0.7875000238418579,0.10526315867900848,1.0,0.574999988079071,0.190476194024086
1e-05,2,0.1,0.001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.4911800026893616,0.0714285746216774,0.512499988079071,0.04878048598766327,1.0,0.02500000037252903,0.09302325546741486,0.4911800026893616,0.0714285746216774,0.512499988079071,0.04878048598766327,1.0,0.02500000037252903,0.09302325546741486
1e-05,2,0.1,0.001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5066877007484436,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5071898698806763,0.4523809552192688,0.23749999701976776,0.0,0.0,0.4749999940395355,
1e-05,2,0.3,0.0001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5187973976135254,0.738095223903656,0.38749998807907104,0.0,0.0,0.7749999761581421,,0.5187973976135254,0.738095223903656,0.38749998807907104,0.0,0.0,0.7749999761581421,
1e-05,2,0.3,0.0001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5245606303215027,0.8333333134651184,0.4375,0.0,0.0,0.875,,0.5245606303215027,0.8333333134651184,0.4375,0.0,0.0,0.875,
1e-05,2,0.3,0.0001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5173794031143188,0.5952380895614624,0.550000011920929,0.05882352963089943,0.5,0.6000000238418579,0.10526315867900848,0.5182847380638123,0.9523809552192688,0.5,,0.0,1.0,
1e-05,2,0.3,0.0001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.512745201587677,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5133206844329834,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294
1e-05,2,0.3,0.0001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5020508170127869,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5024054646492004,0.1428571492433548,0.550000011920929,0.05263157933950424,1.0,0.10000000149011612,0.10000000149011612
1e-05,2,0.3,0.0001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5008695125579834,0.761904776096344,0.875,0.1666666716337204,1.0,0.75,0.2857142984867096,0.5009928941726685,0.8571428656578064,0.44999998807907104,0.0,0.0,0.8999999761581421,
1e-05,2,0.3,0.001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5189833641052246,0.2142857164144516,0.5874999761581421,0.05714285746216774,1.0,0.17499999701976776,0.10810811072587967,0.5221301913261414,0.4523809552192688,0.23749999701976776,0.0,0.0,0.4749999940395355,
1e-05,2,0.3,0.001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5169647336006165,0.9523809552192688,0.737500011920929,0.5,0.5,0.9750000238418579,0.5,0.5139292478561401,0.8809523582458496,0.699999988079071,0.20000000298023224,0.5,0.8999999761581421,0.2857142984867096
1e-05,2,0.3,0.001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5095850229263306,0.02380952425301075,0.25,0.024390242993831635,0.5,0.0,0.04651162773370743,0.5095850229263306,0.02380952425301075,0.25,0.024390242993831635,0.5,0.0,0.04651162773370743
1e-05,2,0.3,0.001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.4933474659919739,0.523809552192688,0.2750000059604645,0.0,0.0,0.550000011920929,,0.4933474659919739,0.523809552192688,0.2750000059604645,0.0,0.0,0.550000011920929,
1e-05,2,0.3,0.001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5116417407989502,0.0476190485060215,0.02500000037252903,0.0,0.0,0.05000000074505806,,0.5116417407989502,0.0476190485060215,0.02500000037252903,0.0,0.0,0.05000000074505806,
1e-05,2,0.3,0.001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5051291584968567,0.9523809552192688,0.737500011920929,0.5,0.5,0.9750000238418579,0.5,0.5051291584968567,0.9523809552192688,0.737500011920929,0.5,0.5,0.9750000238418579,0.5
1e-05,2,0.5,0.0001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.48902472853660583,0.1666666716337204,0.5625,0.054054055362939835,1.0,0.125,0.10256410390138626,0.48992255330085754,0.190476194024086,0.574999988079071,0.0555555559694767,1.0,0.15000000596046448,0.10526315867900848
1e-05,2,0.5,0.0001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5060035586357117,0.190476194024086,0.574999988079071,0.0555555559694767,1.0,0.15000000596046448,0.10526315867900848,0.5072448253631592,0.4523809552192688,0.7124999761581421,0.07999999821186066,1.0,0.42500001192092896,0.14814814925193787
1e-05,2,0.5,0.0001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.509566605091095,0.9523809552192688,0.5,,0.0,1.0,,0.5077359676361084,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612
1e-05,2,0.5,0.0001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.4806511402130127,0.9523809552192688,0.5,,0.0,1.0,,0.4806511402130127,0.9523809552192688,0.5,,0.0,1.0,
1e-05,2,0.5,0.0001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5146514177322388,0.0476190485060215,0.26249998807907104,0.02500000037252903,0.5,0.02500000037252903,0.0476190485060215,0.5148183703422546,0.190476194024086,0.3375000059604645,0.029411764815449715,0.5,0.17499999701976776,0.0555555559694767
1e-05,2,0.5,0.0001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.49446776509284973,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.4945835471153259,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612
1e-05,2,0.5,0.001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.533991277217865,0.9523809552192688,0.5,,0.0,1.0,,0.533991277217865,0.9523809552192688,0.5,,0.0,1.0,
1e-05,2,0.5,0.001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5048432350158691,0.5952380895614624,0.550000011920929,0.05882352963089943,0.5,0.6000000238418579,0.10526315867900848,0.5052920579910278,0.9047619104385376,0.4749999940395355,0.0,0.0,0.949999988079071,
1e-05,2,0.5,0.001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,1.5172370672225952,0.9523809552192688,0.5,,0.0,1.0,,0.515852153301239,0.095238097012043,0.5249999761581421,0.05000000074505806,1.0,0.05000000074505806,0.095238097012043
1e-05,2,0.5,0.001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5151024460792542,0.2857142984867096,0.38749998807907104,0.03333333507180214,0.5,0.2750000059604645,0.0625,0.5152389407157898,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612
1e-05,2,0.5,0.001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5167906880378723,0.190476194024086,0.574999988079071,0.0555555559694767,1.0,0.15000000596046448,0.10526315867900848,0.5170224905014038,0.2142857164144516,0.5874999761581421,0.05714285746216774,1.0,0.17499999701976776,0.10810811072587967
1e-05,2,0.5,0.001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.510654866695404,0.9523809552192688,0.5,,0.0,1.0,,0.509843111038208,0.4047619104385376,0.44999998807907104,0.03999999910593033,0.5,0.4000000059604645,0.07407407462596893
1e-05,4,0.1,0.0001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5292298197746277,0.6666666865348816,0.3499999940395355,0.0,0.0,0.699999988079071,,0.5292298197746277,0.6666666865348816,0.3499999940395355,0.0,0.0,0.699999988079071,
1e-05,4,0.1,0.0001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,1.5152745246887207,0.9523809552192688,0.5,,0.0,1.0,,0.5112127065658569,0.095238097012043,0.5249999761581421,0.05000000074505806,1.0,0.05000000074505806,0.095238097012043
1e-05,4,0.1,0.0001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.51408451795578,0.1428571492433548,0.550000011920929,0.05263157933950424,1.0,0.10000000149011612,0.10000000149011612,0.5144653916358948,0.4285714328289032,0.4625000059604645,0.0416666679084301,0.5,0.42500001192092896,0.07692307978868484
1e-05,4,0.1,0.0001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.4963311553001404,0.9523809552192688,0.5,,0.0,1.0,,0.49604564905166626,0.9523809552192688,0.5,,0.0,1.0,
1e-05,4,0.1,0.0001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.48234936594963074,0.190476194024086,0.3375000059604645,0.029411764815449715,0.5,0.17499999701976776,0.0555555559694767,0.4824173152446747,0.3095238208770752,0.4000000059604645,0.03448275849223137,0.5,0.30000001192092896,0.06451612710952759
1e-05,4,0.1,0.0001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.49273601174354553,0.9285714030265808,0.7250000238418579,0.3333333432674408,0.5,0.949999988079071,0.4000000059604645,0.49277469515800476,0.9285714030265808,0.7250000238418579,0.3333333432674408,0.5,0.949999988079071,0.4000000059604645
1e-05,4,0.1,0.001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,1.5481469631195068,0.9523809552192688,0.5,,0.0,1.0,,0.5465713143348694,0.2380952388048172,0.36250001192092896,0.03125,0.5,0.22499999403953552,0.05882352963089943
1e-05,4,0.1,0.001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5223007798194885,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5228267908096313,0.1428571492433548,0.550000011920929,0.05263157933950424,1.0,0.10000000149011612,0.10000000149011612
1e-05,4,0.1,0.001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5142924785614014,0.190476194024086,0.3375000059604645,0.029411764815449715,0.5,0.17499999701976776,0.0555555559694767,0.5144333243370056,0.4761904776096344,0.48750001192092896,0.04545454680919647,0.5,0.4749999940395355,0.0833333358168602
1e-05,4,0.1,0.001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.49653109908103943,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.4971875548362732,0.6904761791229248,0.6000000238418579,0.07692307978868484,0.5,0.699999988079071,0.13333334028720856
1e-05,4,0.1,0.001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5040111541748047,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5044220685958862,0.5952380895614624,0.7875000238418579,0.10526315867900848,1.0,0.574999988079071,0.190476194024086
1e-05,4,0.1,0.001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5048224329948425,0.9285714030265808,0.7250000238418579,0.3333333432674408,0.5,0.949999988079071,0.4000000059604645,0.5048224329948425,0.9285714030265808,0.7250000238418579,0.3333333432674408,0.5,0.949999988079071,0.4000000059604645
1e-05,4,0.3,0.0001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.510962963104248,0.02380952425301075,0.25,0.024390242993831635,0.5,0.0,0.04651162773370743,0.511586606502533,0.1428571492433548,0.3125,0.02777777798473835,0.5,0.125,0.05263157933950424
1e-05,4,0.3,0.0001,1,128,0.5,0.9523809552192688,0.5,,0.0,1.0,,0.49833983182907104,0.9523809552192688,0.5,,0.0,1.0,,0.49833983182907104,0.9523809552192688,0.5,,0.0,1.0,
1e-05,4,0.3,0.0001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.516228199005127,0.4761904776096344,0.25,0.0,0.0,0.5,,0.5174269080162048,0.9523809552192688,0.5,,0.0,1.0,
1e-05,4,0.3,0.0001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.4849468171596527,0.4285714328289032,0.4625000059604645,0.0416666679084301,0.5,0.42500001192092896,0.07692307978868484,0.4853588342666626,0.523809552192688,0.512499988079071,0.05000000074505806,0.5,0.5249999761581421,0.09090909361839294
1e-05,4,0.3,0.0001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5084436535835266,0.02380952425301075,0.25,0.024390242993831635,0.5,0.0,0.04651162773370743,0.5084795355796814,0.02380952425301075,0.25,0.024390242993831635,0.5,0.0,0.04651162773370743
1e-05,4,0.3,0.0001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5006803274154663,0.8809523582458496,0.699999988079071,0.20000000298023224,0.5,0.8999999761581421,0.2857142984867096,0.5006803274154663,0.8809523582458496,0.699999988079071,0.20000000298023224,0.5,0.8999999761581421,0.2857142984867096
1e-05,4,0.3,0.001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5296833515167236,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.5296833515167236,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408
1e-05,4,0.3,0.001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5235481858253479,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.5235481858253479,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408
1e-05,4,0.3,0.001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.49362051486968994,0.0714285746216774,0.512499988079071,0.04878048598766327,1.0,0.02500000037252903,0.09302325546741486,0.4946209490299225,0.5476190447807312,0.5249999761581421,0.05263157933950424,0.5,0.550000011920929,0.095238097012043
1e-05,4,0.3,0.001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5174667239189148,0.738095223903656,0.625,0.09090909361839294,0.5,0.75,0.1538461595773697,0.5174667239189148,0.738095223903656,0.625,0.09090909361839294,0.5,0.75,0.1538461595773697
1e-05,4,0.3,0.001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5235235691070557,0.0714285746216774,0.512499988079071,0.04878048598766327,1.0,0.02500000037252903,0.09302325546741486,0.5235742926597595,0.0714285746216774,0.512499988079071,0.04878048598766327,1.0,0.02500000037252903,0.09302325546741486
1e-05,4,0.3,0.001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5126227736473083,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612,0.5125974416732788,0.523809552192688,0.75,0.09090909361839294,1.0,0.5,0.1666666716337204
1e-05,4,0.5,0.0001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.509555995464325,0.1666666716337204,0.5625,0.054054055362939835,1.0,0.125,0.10256410390138626,0.510455310344696,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612
1e-05,4,0.5,0.0001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5285274386405945,0.9285714030265808,0.48750001192092896,0.0,0.0,0.9750000238418579,,0.5285274386405945,0.9285714030265808,0.48750001192092896,0.0,0.0,0.9750000238418579,
1e-05,4,0.5,0.0001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5283997654914856,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.5283997654914856,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,4,0.5,0.0001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.523125171661377,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.523125171661377,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408
1e-05,4,0.5,0.0001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5172237753868103,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5177340507507324,0.5,0.26249998807907104,0.0,0.0,0.5249999761581421,
1e-05,4,0.5,0.0001,2,256,0.5,0.738095223903656,0.38749998807907104,0.0,0.0,0.7749999761581421,,0.5000463724136353,0.761904776096344,0.4000000059604645,0.0,0.0,0.800000011920929,,0.5004079341888428,0.9523809552192688,0.5,,0.0,1.0,
1e-05,4,0.5,0.001,1,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5196675062179565,0.1428571492433548,0.550000011920929,0.05263157933950424,1.0,0.10000000149011612,0.10000000149011612,0.5200722217559814,0.1428571492433548,0.550000011920929,0.05263157933950424,1.0,0.10000000149011612,0.10000000149011612
1e-05,4,0.5,0.001,1,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.515464723110199,0.9285714030265808,0.7250000238418579,0.3333333432674408,0.5,0.949999988079071,0.4000000059604645,0.5156053304672241,0.9285714030265808,0.48750001192092896,0.0,0.0,0.9750000238418579,
1e-05,4,0.5,0.001,1,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5104586482048035,0.8571428656578064,0.6875,0.1666666716337204,0.5,0.875,0.25,0.510534405708313,0.8571428656578064,0.6875,0.1666666716337204,0.5,0.875,0.25
1e-05,4,0.5,0.001,2,64,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.49003303050994873,0.261904776096344,0.375,0.032258063554763794,0.5,0.25,0.06060606241226196,0.4904402792453766,0.5952380895614624,0.550000011920929,0.05882352963089943,0.5,0.6000000238418579,0.10526315867900848
1e-05,4,0.5,0.001,2,128,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5146838426589966,0.4285714328289032,0.4625000059604645,0.0416666679084301,0.5,0.42500001192092896,0.07692307978868484,0.5146838426589966,0.4285714328289032,0.4625000059604645,0.0416666679084301,0.5,0.42500001192092896,0.07692307978868484
1e-05,4,0.5,0.001,2,256,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.5104914307594299,0.7142857313156128,0.375,0.0,0.0,0.75,,0.5106633901596069,0.7857142686843872,0.4124999940395355,0.0,0.0,0.824999988079071,
