learning_rate,batch_size,dropout,weight_decay,gamma_fl,use_clinical_data,"f1_t
",f1_Accuracy,f1_AUC,f1_Precision,f1_Recall,f1_Specificity,f1_F1,"j_t
",j_Accuracy,j_AUC,j_Precision,j_Recall,j_Specificity,j_F1,"roc_t
",roc_Accuracy,roc_AUC,roc_Precision,roc_Recall,roc_Specificity,roc_F1
5e-05,8,0.1,0.0001,3,False,0.20000000298023224,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.19582338631153107,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25,0.19582338631153107,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25
5e-05,8,0.3,0.001,2,True,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.170034259557724,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136,0.170034259557724,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
5e-05,8,0.3,0.001,2,False,0.20000000298023224,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.16024553775787354,0.5277777910232544,0.625,0.15789473056793213,0.75,0.5,0.260869562625885,0.16024553775787354,0.5277777910232544,0.625,0.15789473056793213,0.75,0.5,0.260869562625885
5e-05,8,0.3,0.001,3,True,0.30000001192092896,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.2640097141265869,0.1666666716337204,0.53125,0.11764705926179886,1.0,0.0625,0.21052631735801697,0.2716085612773895,0.3333333432674408,0.40625,0.0833333358168602,0.5,0.3125,0.1428571492433548
5e-05,8,0.3,0.001,3,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.2298283725976944,0.4444444477558136,0.578125,0.13636364042758942,0.75,0.40625,0.23076923191547394,0.23059295117855072,0.5,0.5,0.1111111119389534,0.5,0.5,0.1818181872367859
5e-05,8,0.3,0.0001,2,True,0.15000000596046448,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25,0.14968279004096985,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25,0.16109761595726013,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394
5e-05,8,0.3,0.0001,2,False,0.20000000298023224,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.16541200876235962,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25,0.16582778096199036,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25
5e-05,8,0.3,0.0001,3,True,0.30000001192092896,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.2505483031272888,0.5833333134651184,0.65625,0.1764705926179886,0.75,0.5625,0.2857142984867096,0.2604835331439972,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718
5e-05,8,0.3,0.0001,3,False,0.30000001192092896,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.24324625730514526,0.4166666567325592,0.5625,0.1304347813129425,0.75,0.375,0.2222222238779068,0.244278222322464,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25
5e-05,8,0.5,0.001,2,True,0.25,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.1938330978155136,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.22417031228542328,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096
5e-05,8,0.5,0.001,2,False,0.20000000298023224,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.14612118899822235,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25,0.14612118899822235,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25
5e-05,8,0.5,0.001,3,True,0.25,0.6388888955116272,0.46875,0.09090909361839294,0.25,0.6875,0.13333334028720856,0.25043985247612,0.6944444179534912,0.5,0.1111111119389534,0.25,0.75,0.1538461595773697,0.25043985247612,0.6944444179534912,0.5,0.1111111119389534,0.25,0.75,0.1538461595773697
5e-05,8,0.5,0.001,3,False,0.25,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.21285969018936157,0.4444444477558136,0.578125,0.13636364042758942,0.75,0.40625,0.23076923191547394,0.21373529732227325,0.5277777910232544,0.625,0.15789473056793213,0.75,0.5,0.260869562625885
5e-05,8,0.5,0.0001,2,True,0.20000000298023224,0.5277777910232544,0.625,0.15789473056793213,0.75,0.5,0.260869562625885,0.18333755433559418,0.4444444477558136,0.578125,0.13636364042758942,0.75,0.40625,0.23076923191547394,0.18333755433559418,0.4444444477558136,0.578125,0.13636364042758942,0.75,0.40625,0.23076923191547394
5e-05,8,0.5,0.0001,2,False,0.20000000298023224,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.17912060022354126,0.4166666567325592,0.5625,0.1304347813129425,0.75,0.375,0.2222222238779068,0.1798524260520935,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25
5e-05,8,0.5,0.0001,3,True,0.25,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.22116921842098236,0.5,0.5,0.1111111119389534,0.5,0.5,0.1818181872367859,0.22540418803691864,0.5555555820465088,0.53125,0.125,0.5,0.5625,0.20000000298023224
5e-05,8,0.5,0.0001,3,False,0.25,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.22063611447811127,0.3888888955116272,0.546875,0.125,0.75,0.34375,0.2142857164144516,0.2221006453037262,0.4722222089767456,0.59375,0.1428571492433548,0.75,0.4375,0.23999999463558197
5e-05,16,0.1,0.001,2,True,0.20000000298023224,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.16650642454624176,0.25,0.46875,0.1034482792019844,0.75,0.1875,0.1818181872367859,0.16840963065624237,0.2777777910232544,0.484375,0.1071428582072258,0.75,0.21875,0.1875
5e-05,16,0.1,0.001,2,False,0.20000000298023224,0.8888888955116272,0.71875,0.5,0.5,0.9375,0.5,0.16975130140781403,0.4444444477558136,0.578125,0.13636364042758942,0.75,0.40625,0.23076923191547394,0.17391976714134216,0.4722222089767456,0.484375,0.10526315867900848,0.5,0.46875,0.17391304671764374
5e-05,16,0.1,0.001,3,True,0.30000001192092896,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.22079749405384064,0.6388888955116272,0.578125,0.1538461595773697,0.5,0.65625,0.23529411852359772,0.23872871696949005,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
5e-05,16,0.1,0.001,3,False,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.22200453281402588,0.4166666567325592,0.5625,0.1304347813129425,0.75,0.375,0.2222222238779068,0.2229515165090561,0.4722222089767456,0.59375,0.1428571492433548,0.75,0.4375,0.23999999463558197
