learning_rate,batch_size,dropout,weight_decay,gamma_fl,"f1_t
",f1_Accuracy,f1_AUC,f1_Precision,f1_Recall,f1_Specificity,f1_F1,"j_t
",j_Accuracy,j_AUC,j_Precision,j_Recall,j_Specificity,j_F1,"roc_t
",roc_Accuracy,roc_AUC,roc_Precision,roc_Recall,roc_Specificity,roc_F1
0.001,8,0.1,0.01,3,0.3499999940395355,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.3252420425415039,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.3327019512653351,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,8,0.3,0.0001,2,0.25,0.8888888955116272,0.5,,0.0,1.0,,0.22314096987247467,0.8888888955116272,0.5,,0.0,1.0,,0.22314096987247467,0.8888888955116272,0.5,,0.0,1.0,
0.001,8,0.3,0.0001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.2884909510612488,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.21748079359531403,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068
0.001,8,0.3,0.001,2,0.15000000596046448,0.75,0.75,0.27272728085517883,0.75,0.75,0.4000000059604645,0.2178666889667511,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192,0.2178666889667511,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192
0.001,8,0.3,0.001,3,0.30000001192092896,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.31037089228630066,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.31037089228630066,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645
0.001,8,0.3,0.01,2,0.30000001192092896,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.316814661026001,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.316814661026001,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,8,0.3,0.01,3,0.3499999940395355,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.3602074384689331,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192,0.3525710999965668,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.001,16,0.0,0.0001,2,0.20000000298023224,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.16669262945652008,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.16669262945652008,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408
0.001,16,0.0,0.0001,3,0.30000001192092896,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.23636876046657562,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136,0.2728908956050873,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192
0.001,16,0.0,0.001,2,0.15000000596046448,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394,0.15697230398654938,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.2376542091369629,0.8333333134651184,0.578125,0.25,0.25,0.90625,0.25
0.001,16,0.0,0.001,3,0.25,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.25712183117866516,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136,0.25712183117866516,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.001,16,0.0,0.01,2,0.30000001192092896,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.3014048635959625,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.3014048635959625,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,16,0.0,0.01,3,0.3499999940395355,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.3559909760951996,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.3559909760951996,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,16,0.1,0.0001,2,0.15000000596046448,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.15992650389671326,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.15992650389671326,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,16,0.1,0.0001,3,0.30000001192092896,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.1661464273929596,0.75,0.75,0.27272728085517883,0.75,0.75,0.4000000059604645,0.26994481682777405,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408
0.001,16,0.1,0.001,2,0.3499999940395355,0.8888888955116272,0.5,,0.0,1.0,,0.23979240655899048,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136,0.23979240655899048,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.001,16,0.1,0.001,3,0.25,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.24608781933784485,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.3282608687877655,0.8333333134651184,0.578125,0.25,0.25,0.90625,0.25
0.001,16,0.1,0.01,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.27946075797080994,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.296210378408432,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718
0.001,16,0.1,0.01,3,0.3499999940395355,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718,0.35162702202796936,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718,0.35162702202796936,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718
0.001,16,0.3,0.0001,2,0.25,0.4444444477558136,0.6875,0.1666666716337204,1.0,0.375,0.2857142984867096,0.24740856885910034,0.4166666567325592,0.671875,0.1599999964237213,1.0,0.34375,0.27586206793785095,0.29640254378318787,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,16,0.3,0.0001,3,0.30000001192092896,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.2950451970100403,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.30522945523262024,0.8333333134651184,0.46875,0.0,0.0,0.9375,
0.001,16,0.3,0.001,2,0.25,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.22988195717334747,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718,0.25632551312446594,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.001,16,0.3,0.001,3,0.30000001192092896,0.7777777910232544,0.546875,0.1666666716337204,0.25,0.84375,0.20000000298023224,0.3402045667171478,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.2996669113636017,0.7777777910232544,0.546875,0.1666666716337204,0.25,0.84375,0.20000000298023224
0.001,16,0.3,0.01,2,0.3499999940395355,0.8888888955116272,0.5,,0.0,1.0,,0.3286711871623993,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.3286711871623993,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,16,0.3,0.01,3,0.3499999940395355,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192,0.3365577459335327,0.8888888955116272,0.71875,0.5,0.5,0.9375,0.5,0.35142508149147034,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192
0.001,32,0.0,0.0001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.27332034707069397,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.23383601009845734,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718
0.001,32,0.0,0.0001,3,0.3499999940395355,0.8888888955116272,0.5,,0.0,1.0,,0.3473016321659088,0.8888888955116272,0.5,,0.0,1.0,,0.30185407400131226,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068
0.001,32,0.0,0.001,2,0.20000000298023224,0.6111111044883728,0.78125,0.2222222238779068,1.0,0.5625,0.3636363744735718,0.23335973918437958,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.23335973918437958,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408
0.001,32,0.0,0.001,3,0.25,0.6944444179534912,0.828125,0.2666666805744171,1.0,0.65625,0.42105263471603394,0.3445262610912323,0.7777777910232544,0.4375,0.0,0.0,0.875,,0.3305388391017914,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068
0.001,32,0.0,0.01,2,0.25,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394,0.2555208206176758,0.75,0.53125,0.1428571492433548,0.25,0.8125,0.1818181872367859,0.2959617078304291,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068
0.001,32,0.0,0.01,3,0.3499999940395355,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394,0.3569025993347168,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.3569025993347168,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,32,0.1,0.0001,2,0.25,0.7777777910232544,0.546875,0.1666666716337204,0.25,0.84375,0.20000000298023224,0.22952485084533691,0.75,0.53125,0.1428571492433548,0.25,0.8125,0.1818181872367859,0.25196611881256104,0.7777777910232544,0.546875,0.1666666716337204,0.25,0.84375,0.20000000298023224
0.001,32,0.1,0.0001,3,0.30000001192092896,0.8333333134651184,0.578125,0.25,0.25,0.90625,0.25,0.27858462929725647,0.7222222089767456,0.625,0.20000000298023224,0.5,0.75,0.2857142984867096,0.3056427836418152,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408
0.001,32,0.1,0.001,2,0.15000000596046448,0.5,0.71875,0.1818181872367859,1.0,0.4375,0.3076923191547394,0.16426828503608704,0.5555555820465088,0.75,0.20000000298023224,1.0,0.5,0.3333333432674408,0.19906874001026154,0.6944444179534912,0.71875,0.23076923191547394,0.75,0.6875,0.3529411852359772
0.001,32,0.1,0.001,3,0.20000000298023224,0.5,0.71875,0.1818181872367859,1.0,0.4375,0.3076923191547394,0.23451334238052368,0.7222222089767456,0.734375,0.25,0.75,0.71875,0.375,0.29533353447914124,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.001,32,0.1,0.01,2,0.30000001192092896,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.287619411945343,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.287619411945343,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096
0.001,32,0.1,0.01,3,0.4000000059604645,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.3969469666481018,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.3969469666481018,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408
0.001,32,0.3,0.0001,2,0.3499999940395355,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192,0.20773547887802124,0.8055555820465088,0.890625,0.3636363744735718,1.0,0.78125,0.5333333611488342,0.21712268888950348,0.8055555820465088,0.78125,0.3333333432674408,0.75,0.8125,0.4615384638309479
0.001,32,0.3,0.0001,3,0.30000001192092896,0.8888888955116272,0.71875,0.5,0.5,0.9375,0.5,0.3184773623943329,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.3184773623943329,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096
0.001,32,0.3,0.001,2,0.25,0.8888888955116272,0.71875,0.5,0.5,0.9375,0.5,0.2376605123281479,0.8611111044883728,0.8125,0.4285714328289032,0.75,0.875,0.5454545617103577,0.2759569585323334,0.8611111044883728,0.484375,0.0,0.0,0.96875,
0.001,32,0.3,0.001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.312553733587265,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.312553733587265,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408
0.001,32,0.3,0.01,2,0.25,0.5833333134651184,0.765625,0.21052631735801697,1.0,0.53125,0.3478260934352875,0.2628156840801239,0.6388888955116272,0.796875,0.23529411852359772,1.0,0.59375,0.380952388048172,0.28203824162483215,0.7777777910232544,0.875,0.3333333432674408,1.0,0.75,0.5
0.001,32,0.3,0.01,3,0.3499999940395355,0.5277777910232544,0.734375,0.190476194024086,1.0,0.46875,0.3199999928474426,0.36466485261917114,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.36466485261917114,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408
0.001,64,0.0,0.0001,2,0.25,0.75,0.75,0.27272728085517883,0.75,0.75,0.4000000059604645,0.25677672028541565,0.8611111044883728,0.8125,0.4285714328289032,0.75,0.875,0.5454545617103577,0.2677142918109894,0.9166666865348816,0.84375,0.6000000238418579,0.75,0.9375,0.6666666865348816
0.001,64,0.0,0.0001,3,0.4000000059604645,0.8888888955116272,0.5,,0.0,1.0,,0.37811702489852905,0.8888888955116272,0.5,,0.0,1.0,,0.3619249761104584,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408
0.001,64,0.0,0.001,2,0.20000000298023224,0.6944444179534912,0.71875,0.23076923191547394,0.75,0.6875,0.3529411852359772,0.20204274356365204,0.6944444179534912,0.71875,0.23076923191547394,0.75,0.6875,0.3529411852359772,0.2723083198070526,0.8888888955116272,0.828125,0.5,0.75,0.90625,0.6000000238418579
0.001,64,0.0,0.001,3,0.30000001192092896,0.75,0.75,0.27272728085517883,0.75,0.75,0.4000000059604645,0.3110729157924652,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032,0.3110729157924652,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032
0.001,64,0.0,0.01,2,0.3499999940395355,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.35294389724731445,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.35294389724731445,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645
0.001,64,0.0,0.01,3,0.4000000059604645,0.7222222089767456,0.84375,0.2857142984867096,1.0,0.6875,0.4444444477558136,0.414187490940094,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.3931804299354553,0.6111111044883728,0.78125,0.2222222238779068,1.0,0.5625,0.3636363744735718
0.001,64,0.1,0.0001,2,0.3499999940395355,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.3241000175476074,0.8055555820465088,0.890625,0.3636363744735718,1.0,0.78125,0.5333333611488342,0.3241000175476074,0.8055555820465088,0.890625,0.3636363744735718,1.0,0.78125,0.5333333611488342
0.001,64,0.1,0.0001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.3180786073207855,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032,0.3232607841491699,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394
0.001,64,0.1,0.001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.34779423475265503,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.32116806507110596,0.6111111044883728,0.453125,0.0833333358168602,0.25,0.65625,0.125
0.001,64,0.1,0.001,3,0.3499999940395355,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.33139804005622864,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192,0.34138166904449463,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408
0.001,64,0.1,0.01,2,0.44999998807907104,0.8888888955116272,0.5,,0.0,1.0,,0.39207857847213745,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.3534289598464966,0.8055555820465088,0.78125,0.3333333432674408,0.75,0.8125,0.4615384638309479
0.001,64,0.1,0.01,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.38637495040893555,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.38637495040893555,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.001,64,0.3,0.0001,2,0.30000001192092896,0.7222222089767456,0.625,0.20000000298023224,0.5,0.75,0.2857142984867096,0.3050345778465271,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136,0.33487892150878906,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.001,64,0.3,0.0001,3,0.30000001192092896,0.1666666716337204,0.53125,0.11764705926179886,1.0,0.0625,0.21052631735801697,0.4094471037387848,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.3393750786781311,0.5277777910232544,0.734375,0.190476194024086,1.0,0.46875,0.3199999928474426
0.001,64,0.3,0.001,2,0.30000001192092896,0.8611111044883728,0.921875,0.4444444477558136,1.0,0.84375,0.6153846383094788,0.30979764461517334,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136,0.30979764461517334,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.001,64,0.3,0.001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.37190893292427063,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.3611985743045807,0.9166666865348816,0.734375,0.6666666865348816,0.5,0.96875,0.5714285969734192
0.001,64,0.3,0.01,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.2146446853876114,0.2777777910232544,0.59375,0.13333334028720856,1.0,0.1875,0.23529411852359772,0.29061609506607056,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032
0.001,64,0.3,0.01,3,0.4000000059604645,0.8888888955116272,0.5,,0.0,1.0,,0.37673571705818176,0.7222222089767456,0.515625,0.125,0.25,0.78125,0.1666666716337204,0.37673571705818176,0.7222222089767456,0.515625,0.125,0.25,0.78125,0.1666666716337204
0.0001,8,0.0,0.0001,2,0.30000001192092896,0.4722222089767456,0.703125,0.17391304671764374,1.0,0.40625,0.29629629850387573,0.3240435719490051,0.6666666865348816,0.484375,0.10000000149011612,0.25,0.71875,0.1428571492433548,0.3240435719490051,0.6666666865348816,0.484375,0.10000000149011612,0.25,0.71875,0.1428571492433548
0.0001,8,0.0,0.0001,3,0.44999998807907104,0.1944444477558136,0.546875,0.12121212482452393,1.0,0.09375,0.21621622145175934,0.45966628193855286,0.4722222089767456,0.59375,0.1428571492433548,0.75,0.4375,0.23999999463558197,0.46841195225715637,0.6944444179534912,0.390625,0.0,0.0,0.78125,
0.0001,8,0.0,0.001,2,0.3499999940395355,0.3888888955116272,0.546875,0.125,0.75,0.34375,0.2142857164144516,0.3713754415512085,0.4166666567325592,0.453125,0.095238097012043,0.5,0.40625,0.1599999964237213,0.3713754415512085,0.4166666567325592,0.453125,0.095238097012043,0.5,0.40625,0.1599999964237213
0.0001,8,0.0,0.001,3,0.30000001192092896,0.5,0.71875,0.1818181872367859,1.0,0.4375,0.3076923191547394,0.3160422742366791,0.5277777910232544,0.625,0.15789473056793213,0.75,0.5,0.260869562625885,0.34566864371299744,0.6944444179534912,0.5,0.1111111119389534,0.25,0.75,0.1538461595773697
0.0001,8,0.0,0.01,2,0.30000001192092896,0.1388888955116272,0.515625,0.11428571492433548,1.0,0.03125,0.20512820780277252,0.35857993364334106,0.6944444179534912,0.5,0.1111111119389534,0.25,0.75,0.1538461595773697,0.35857993364334106,0.6944444179534912,0.5,0.1111111119389534,0.25,0.75,0.1538461595773697
0.0001,8,0.0,0.01,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.3908678889274597,0.75,0.421875,0.0,0.0,0.84375,,0.3908678889274597,0.75,0.421875,0.0,0.0,0.84375,
0.0001,8,0.1,0.0001,2,0.30000001192092896,0.7222222089767456,0.625,0.20000000298023224,0.5,0.75,0.2857142984867096,0.30341261625289917,0.7777777910232544,0.65625,0.25,0.5,0.8125,0.3333333432674408,0.3269224166870117,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718
0.0001,8,0.1,0.0001,3,0.30000001192092896,0.2777777910232544,0.59375,0.13333334028720856,1.0,0.1875,0.23529411852359772,0.31886231899261475,0.3333333432674408,0.625,0.1428571492433548,1.0,0.25,0.25,0.34221288561820984,0.4722222089767456,0.703125,0.17391304671764374,1.0,0.40625,0.29629629850387573
0.0001,8,0.1,0.001,2,0.30000001192092896,0.1666666716337204,0.421875,0.09375,0.75,0.09375,0.1666666716337204,0.3094739019870758,0.1944444477558136,0.328125,0.06896551698446274,0.5,0.15625,0.12121212482452393,0.3578881621360779,0.6111111044883728,0.453125,0.0833333358168602,0.25,0.65625,0.125
0.0001,8,0.1,0.001,3,0.4000000059604645,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068,0.3732636570930481,0.6111111044883728,0.78125,0.2222222238779068,1.0,0.5625,0.3636363744735718,0.3732636570930481,0.6111111044883728,0.78125,0.2222222238779068,1.0,0.5625,0.3636363744735718
0.0001,8,0.1,0.01,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.43092793226242065,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068,0.43092793226242065,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068
0.0001,8,0.1,0.01,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.37702637910842896,0.4166666567325592,0.671875,0.1599999964237213,1.0,0.34375,0.27586206793785095,0.4067150354385376,0.6944444179534912,0.71875,0.23076923191547394,0.75,0.6875,0.3529411852359772
0.0001,8,0.3,0.0001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,inf,0.8888888955116272,0.5,,0.0,1.0,,0.427764892578125,0.3611111044883728,0.53125,0.11999999731779099,0.75,0.3125,0.2068965584039688
0.0001,8,0.3,0.0001,3,0.44999998807907104,0.8333333134651184,0.578125,0.25,0.25,0.90625,0.25,0.45523688197135925,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.4344951808452606,0.8333333134651184,0.578125,0.25,0.25,0.90625,0.25
0.0001,8,0.3,0.001,2,0.4000000059604645,0.8333333134651184,0.46875,0.0,0.0,0.9375,,0.3720475733280182,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068,0.3720475733280182,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068
0.0001,8,0.3,0.001,3,0.44999998807907104,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.44197577238082886,0.8333333134651184,0.578125,0.25,0.25,0.90625,0.25,0.4372326731681824,0.75,0.53125,0.1428571492433548,0.25,0.8125,0.1818181872367859
0.0001,8,0.3,0.01,2,0.30000001192092896,0.6388888955116272,0.578125,0.1538461595773697,0.5,0.65625,0.23529411852359772,0.322170615196228,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.322170615196228,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645
0.0001,8,0.3,0.01,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.530460774898529,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.48975127935409546,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394
0.0001,16,0.0,0.0001,2,0.44999998807907104,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.3528171181678772,0.4444444477558136,0.578125,0.13636364042758942,0.75,0.40625,0.23076923191547394,0.384220153093338,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032
0.0001,16,0.0,0.0001,3,0.44999998807907104,0.4444444477558136,0.46875,0.10000000149011612,0.5,0.4375,0.1666666716337204,0.47783905267715454,0.6388888955116272,0.359375,0.0,0.0,0.71875,,0.45909321308135986,0.4722222089767456,0.375,0.05882352963089943,0.25,0.5,0.095238097012043
0.0001,16,0.0,0.001,2,0.3499999940395355,0.3888888955116272,0.4375,0.09090909361839294,0.5,0.375,0.1538461595773697,0.3542362153530121,0.3888888955116272,0.4375,0.09090909361839294,0.5,0.375,0.1538461595773697,0.36745670437812805,0.4444444477558136,0.46875,0.10000000149011612,0.5,0.4375,0.1666666716337204
0.0001,16,0.0,0.001,3,0.3499999940395355,0.1666666716337204,0.203125,0.0357142873108387,0.25,0.15625,0.0625,0.3480876684188843,0.1666666716337204,0.203125,0.0357142873108387,0.25,0.15625,0.0625,0.3566717803478241,0.1666666716337204,0.203125,0.0357142873108387,0.25,0.15625,0.0625
0.0001,16,0.0,0.01,2,0.4000000059604645,0.5555555820465088,0.75,0.20000000298023224,1.0,0.5,0.3333333432674408,0.40008583664894104,0.5555555820465088,0.75,0.20000000298023224,1.0,0.5,0.3333333432674408,0.40008583664894104,0.5555555820465088,0.75,0.20000000298023224,1.0,0.5,0.3333333432674408
0.0001,16,0.0,0.01,3,0.44999998807907104,0.8888888955116272,0.5,,0.0,1.0,,0.4387147128582001,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.4387147128582001,0.8611111044883728,0.484375,0.0,0.0,0.96875,
0.0001,16,0.1,0.0001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.4307510554790497,0.5833333134651184,0.546875,0.13333334028720856,0.5,0.59375,0.21052631735801697,0.4307510554790497,0.5833333134651184,0.546875,0.13333334028720856,0.5,0.59375,0.21052631735801697
0.0001,16,0.1,0.0001,3,0.4000000059604645,0.1666666716337204,0.53125,0.11764705926179886,1.0,0.0625,0.21052631735801697,0.40043774247169495,0.1666666716337204,0.53125,0.11764705926179886,1.0,0.0625,0.21052631735801697,0.4419644773006439,0.5555555820465088,0.640625,0.1666666716337204,0.75,0.53125,0.27272728085517883
0.0001,16,0.1,0.001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.44961297512054443,0.1666666716337204,0.53125,0.11764705926179886,1.0,0.0625,0.21052631735801697,0.48581406474113464,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068
0.0001,16,0.1,0.001,3,0.3499999940395355,0.6111111044883728,0.671875,0.1875,0.75,0.59375,0.30000001192092896,0.3927817940711975,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136,0.3927817940711975,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.0001,16,0.1,0.01,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.43912553787231445,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.43912553787231445,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096
